fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,name_2,keep_for_od,trip_category,feature_source
10385,,"377094748",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Ta' Kerċem,Yes,Recreation,polygon
10399,,"377094791",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Ta' Kerċem,Yes,Recreation,polygon
10402,,"399178212",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10410,,"404034753",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10414,,"406368815",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10415,,"406368816",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10416,,"406368817",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10423,,"467724091",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10424,,"470021740",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10425,,"470021741",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10426,,"470021742",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10427,,"470021743",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10432,,"470298374",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10433,,"470298375",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10436,,"471181384",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10441,,"471181400",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10442,,"471181401",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10443,,"471181402",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10448,,"487601566",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10476,,"553918771",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10477,,"628500922",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10478,,"628500929",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10479,,"628500931",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10483,,"628500936",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10487,,"662847001",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10488,,"662847002",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10491,,"662847005",,,,,,,,,,,,,,park,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10492,,"662847006",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10494,,"662847012",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10499,,"931324741",,,,,,,,,,,,,,pitch,,,,,,,soccer,,,Ta' Kerċem,Yes,Recreation,polygon
10500,,"931324742",Kercem Primary School (Peter Paul Grech),,,school,,,,,,,,,,,,,,,,,,,"""college""=>""Għawdex"",""education""=>""primary"",""name:mt""=>""Skola Primarja Kerċem"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242""",Ta' Kerċem,Yes,Education,polygon
10501,,"931324743",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10502,,"931324744",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10503,,"931324745",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10504,,"931331116",Ċentru Ċiviku,,,townhall,,,,yes,,,,,,,,,,,,,,,"""building:levels""=>""1"",""name:mt""=>""Centru Civiku"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242"",""townhall:type""=>""village""",Ta' Kerċem,Yes,Personal Errands,polygon
10506,,"985133773",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10507,,"985133774",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10511,,"985133780",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10512,,"985133781",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10513,,"985133782",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10514,,"985133783",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10515,,"985133787",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10519,,"985133796",,,,,,,,,,,,,,playground,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10534,,"1322598519",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private"",""lit""=>""yes"",""location""=>""outdoor"",""swimming_pool""=>""personal""",Ta' Kerċem,Yes,Recreation,polygon
10542,,"1354872120",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10549,,"1354872139",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10569,,"1359516738",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10574,,"1359516754",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10575,,"1359516755",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10578,,"1359516761",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10580,,"1359516764",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10581,,"1359516765",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10590,,"1359522399",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10655,,"1359775476",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10663,,"1359775510",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10665,,"1359775516",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10666,,"1359775521",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10667,,"1359775522",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10680,,"1359786546",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10681,,"1359786547",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10687,,"1359815778",,,,,,,,,,,,,,park,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10688,,"1359815779",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10692,,"1359815790",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10704,,"1359829104",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10712,,"1359829126",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10713,,"1359829127",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10720,,"1359829141",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10729,,"1359970404",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10731,,"1359970413",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10732,,"1359970414",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10734,,"1359970418",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10740,,"1359970428",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10741,,"1359977901",,,,shelter,,,,yes,,,,,,,,,,,,,,,"""shelter_type""=>""gazebo""",Ta' Kerċem,Yes,Others,polygon
10749,,"1360046837",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10760,,"1360046864",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10768,,"1360051031",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10771,,"1360051037",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10776,,"1360051049",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10777,,"1360051050",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10800,,"1360061769",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10803,,"1360061781",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10810,,"1360061805",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10826,,"1360179378",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10829,,"1360228236",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10864,,"1360283983",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10880,,"1360311637",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10885,,"1360311647",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10888,,"1360311654",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10932,,"1360508509",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10953,,"1360540448",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10955,,"1360540451",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10957,,"1360540460",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10958,,"1360540461",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10959,,"1360540462",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10960,,"1360540463",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10965,,"1360540472",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
10966,,"1360540473",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11021,,"1360566612",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11033,,"1360576610",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11038,,"1360576626",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11050,,"1360576657",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11052,,"1360576664",,,,shelter,,,,yes,,,,,,,,,,,,,,,"""shelter_type""=>""public_transport""",Ta' Kerċem,Yes,Others,polygon
11053,,"1360576665",,,,,,,,,,,,,,,,,,,,,,artwork,"""artwork_type""=>""statue"",""material""=>""stone""",Ta' Kerċem,Yes,Recreation,polygon
11073,,"1360588405",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11074,,"1360588406",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11089,,"1360820891",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11092,,"1360820903",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11136,,"1360871905",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11156,,"1360871948",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11157,,"1360876547",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11177,,"1361006611",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11179,,"1361006616",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11180,,"1361006617",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11189,,"1361064020",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11194,,"1361064034",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11195,,"1361064035",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11204,,"1361064052",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11221,,"1361074091",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11224,,"1361074100",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11239,,"1361094551",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11240,,"1361094552",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11241,,"1361094553",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11253,,"1361123697",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11261,,"1361123721",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11262,,"1361123722",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11270,,"1361123742",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11274,,"1361261158",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11285,,"1361265353",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11298,,"1361276211",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11300,,"1361276214",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11305,,"1361276232",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11306,,"1361276233",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11314,,"1361276249",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11316,,"1361276254",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11317,,"1361350767",,,,shelter,,,,yes,,,,,,,,,,,,,,,"""shelter_type""=>""gazebo""",Ta' Kerċem,Yes,Others,polygon
11320,,"1361350778",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11322,,"1361350783",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11338,,"1361350817",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11348,,"1361356182",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11349,,"1361356184",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11354,,"1361356201",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11367,,"1361395470",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11373,,"1361395481",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11397,,"1361399587",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11398,,"1361399588",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11399,,"1361399589",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11448,,"1361614582",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11477,,"1361664312",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11478,,"1361664313",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11479,,"1361664314",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11505,,"1361859952",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11533,,"1361880992",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11537,,"1361881008",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11538,,"1361881009",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11539,,"1361881010",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11562,,"1361883276",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11570,,"1361883292",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11578,,"1361883311",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11579,,"1361883312",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11601,,"1361892947",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11627,,"1361907931",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11628,,"1361907935",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11630,,"1361907944",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11631,,"1361907945",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11632,,"1361907947",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11634,,"1361907957",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11636,,"1361907962",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11639,,"1361913820",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11640,,"1361913821",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11641,,"1361913822",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11642,,"1361913823",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11644,,"1361913828",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11657,,"1361913866",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11658,,"1361913867",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11660,,"1362134714",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11665,,"1362134725",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11675,,"1362134757",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11678,,"1362147132",,,,,,,,school,,,,,,,,,,,,,,,"""building:levels""=>""1""",Ta' Kerċem,Yes,Education,polygon
11680,,"1362147139",,,,,,,,school,,,,,,,,,,,,,,,"""building:levels""=>""1""",Ta' Kerċem,Yes,Education,polygon
11681,,"1362147143",St. Theresa School,,,school,,,,,,,,,,,,,,,,,,,,Ta' Kerċem,Yes,Education,polygon
11694,,"1362150380",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11699,,"1362150399",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11700,,"1362150400",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11711,,"1362265735",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11716,,"1362265761",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11722,,"1362273096",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11730,,"1362273138",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11738,,"1362376662",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11742,,"1362376672",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11751,,"1362513532",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11754,,"1362513541",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11772,,"1362567984",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11780,,"1362688816",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11798,,"1362780146",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11817,,"1362782945",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11829,,"1362818771",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11852,,"1362954543",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11853,,"1362954545",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11888,,"1363044036",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11895,,"1363044049",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11902,,"1363044074",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11903,,"1363044075",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11908,,"1363057629",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11912,,"1363057639",,,,,,,,,,,,,,garden,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11917,,"1363057648",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11949,,"1363171501",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11950,,"1363171502",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11960,,"1363171527",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11964,,"1363171533",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11966,,"1363171536",,,,,,,,hotel,,,,,,,,,,,,,,,"""building:levels""=>""3""",Ta' Kerċem,Yes,Recreation,polygon
11967,,"1363171542",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""customers""",Ta' Kerċem,Yes,Others,polygon
11968,,"1363171544",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11978,,"1363173911",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
11985,,"1363238688",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
12002,,"1363264747",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
12036,,"1363296117",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
12041,,"1363424018",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
12073,,"1363431097",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
12077,,"1363431112",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
12094,,"1363458707",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
12095,,"1363458708",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
12096,,"1363458709",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ta' Kerċem,Yes,Recreation,polygon
