fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,name_2,trip_category,keep_for_od,feature_source
1415,"5041978576",Skyline Webcams - Ċirkewwa Ferry Terminal Vehicle Entrance,,,,,,,surveillance,"""camera:direction""=>""180"",""camera:type""=>""fixed"",""contact:webcam""=>""https://www.skylinewebcams.com/it/webcam/malta/malta/traffic/traffic-cam10.html"",""name:en""=>""Skyline Webcams - Ċirkewwa Ferry Terminal Vehicle Entrance"",""name:it""=>""Skyline Webcams - Traghetto Ċirkewwa, Ingresso Veicoli"",""surveillance""=>""webcam"",""surveillance:type""=>""camera""",Il-Mellieħa,Others,Yes,point
1416,"1347583146",,,,,,,,,"""seamark:beacon_special_purpose:shape""=>""pile"",""seamark:light:character""=>""Fl"",""seamark:light:colour""=>""green"",""seamark:light:height""=>""10"",""seamark:light:period""=>""2"",""seamark:light:range""=>""2"",""seamark:light:reference""=>""E 2055.5"",""seamark:name""=>""Cirkewwa"",""seamark:type""=>""beacon_special_purpose""",Il-Mellieħa,Others,Yes,point
1417,"12662377822",,kerb,,,,,,,"""kerb""=>""flush""",Il-Mellieħa,Others,Yes,point
1420,"12748105651",Il-Ponta taċ-Ċirkewwa,,,,,,,,"""alt_name""=>""Il-Ponta tal-Marfa"",""natural""=>""peninsula""",Il-Mellieħa,Others,Yes,point
1421,"13344221001",,,,,,,,,"""amenity""=>""toilets""",Il-Mellieħa,Personal Errands,Yes,point
1424,"2852081299",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1429,"10997914806",K Lounge,,,,,,,,"""amenity""=>""restaurant""",Il-Mellieħa,Recreation,Yes,point
1430,"3267981687",,,,,,,,,"""shop""=>""convenience""",Il-Mellieħa,Shopping,Yes,point
1432,"5041978577",Skyline Webcams - Ċirkewwa South Pier,,,,,,,surveillance,"""contact:webcam""=>""https://www.skylinewebcams.com/it/webcam/malta/malta/cirkewwa/cirkewwa-waters-edge.html"",""surveillance""=>""webcam"",""surveillance:type""=>""camera""",Il-Mellieħa,Others,Yes,point
1433,"6286798585",Euronet,,,,,,,,"""amenity""=>""atm"",""brand""=>""Euronet"",""brand:wikidata""=>""Q5412010"",""brand:wikipedia""=>""en:Euronet Worldwide"",""opening_hours""=>""24/7"",""operator""=>""Euronet"",""operator:wikidata""=>""Q5412010"",""operator:wikipedia""=>""en:Euronet Worldwide""",Il-Mellieħa,Personal Errands,Yes,point
1435,"5041978574",Skyline Webcams - Paradise Bay Hotel,,,,,,,surveillance,"""contact:webcam""=>""https://www.skylinewebcams.com/it/webcam/malta/malta/cirkewwa/cirkewwa-bay.html"",""surveillance""=>""webcam"",""surveillance:type""=>""camera""",Il-Mellieħa,Others,Yes,point
1445,"12662349371",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1451,"4221615952",,gate,,,,,,,"""access""=>""permissive""",Il-Mellieħa,Others,Yes,point
1452,"4221551828",,gate,,,,,,,"""access""=>""permissive""",Il-Mellieħa,Others,Yes,point
1453,"2818593947",,,,,,,,,"""tourism""=>""viewpoint""",Il-Mellieħa,Recreation,Yes,point
1454,"1482140356",,,,,,,,,"""leisure""=>""miniature_golf"",""name:signed""=>""no"",""opening_hours""=>""Mo-Su 10:30-17:30""",Il-Mellieħa,Recreation,Yes,point
1456,"4220076194",,,,,,,,,"""entrance""=>""main""",Il-Mellieħa,Others,Yes,point
1457,"331855080",,,,,,,,,"""natural""=>""peak"",""tourism""=>""viewpoint""",Il-Mellieħa,Recreation,Yes,point
1467,"4043337040",,gate,,,,,,,"""bicycle""=>""no"",""foot""=>""no"",""lockable""=>""yes""",Il-Mellieħa,Others,Yes,point
1468,"5644908776",,chain,,,,,,,,Il-Mellieħa,Others,Yes,point
1469,"5658456525",View on Popeye Village,,,,,,,,"""tourism""=>""viewpoint""",Il-Mellieħa,Recreation,Yes,point
1470,"11330659742",,,,,,,,,"""board_type""=>""wildlife"",""information""=>""board"",""tourism""=>""information""",Il-Mellieħa,Recreation,Yes,point
1471,"12584481706",,,,,,,,utility_pole,,Il-Mellieħa,Others,Yes,point
1472,"12584481707",,,,,,,,survey_point,,Il-Mellieħa,Others,Yes,point
1473,"12676588446",,gate,,,,,,,"""bicycle""=>""no"",""foot""=>""yes"",""horse""=>""no"",""locked""=>""no"",""motor_vehicle""=>""no"",""wheelchair""=>""yes""",Il-Mellieħa,Others,Yes,point
1475,"2879267712",,,,,,,,,"""leisure""=>""slipway""",Il-Mellieħa,Recreation,Yes,point
1485,"2879267728",,,,,,,,,"""noexit""=>""yes""",Il-Mellieħa,Others,Yes,point
1488,"3358284567",,,,,,,,,"""denomination""=>""roman_catholic"",""historic""=>""wayside_shrine"",""image""=>""https://www.flickr.com/photos/33766294@N03/16385954649/"",""name:de""=>""Marien-Bildstock"",""religion""=>""christian""",Il-Mellieħa,Recreation,Yes,point
1490,"2879267721",,,,,,,,,"""noexit""=>""yes""",Il-Mellieħa,Others,Yes,point
1491,"4210591815",,,,,,,,,"""kiosk""=>""mobile"",""shop""=>""kiosk""",Il-Mellieħa,Shopping,Yes,point
1492,"6166908986",,,,,,,,,"""amenity""=>""atm"",""check_date""=>""2025-09-30"",""operator""=>""Euronet""",Il-Mellieħa,Personal Errands,Yes,point
1493,"3451755420",,,,,,,,,"""image""=>""https://www.flickr.com/photos/33766294@N03/16497281454/""",Il-Mellieħa,Others,Yes,point
1494,"11606234784",,bollard,,,,,,,,Il-Mellieħa,Others,Yes,point
1495,"550358288",,gate,,,,,,,"""access""=>""private"",""bicycle""=>""no"",""foot""=>""yes""",Il-Mellieħa,Others,Yes,point
1496,"4210706233",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1497,"4210706234",,swing_gate,,,,,,,"""access""=>""private"",""foot""=>""yes""",Il-Mellieħa,Others,Yes,point
1499,"12652606293",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1500,"12748105630",Il-Ponta tal-Bir,,,,,,,,"""natural""=>""peninsula""",Il-Mellieħa,Others,Yes,point
1503,"12087084608",,,,,,,,,"""information""=>""map"",""tourism""=>""information""",Il-Mellieħa,Recreation,Yes,point
1504,"12087084607",,,,,,,,,"""information""=>""map"",""tourism""=>""information""",Il-Mellieħa,Recreation,Yes,point
1506,"12089520786",,,,,,,,,"""amenity""=>""bbq"",""covered""=>""no"",""fuel""=>""charcoal""",Il-Mellieħa,Others,Yes,point
1507,"12087310106",,,,,,,,,"""information""=>""map"",""tourism""=>""information""",Il-Mellieħa,Recreation,Yes,point
1508,"1842368238",,gate,,,,,,,"""bicycle""=>""yes"",""foot""=>""yes""",Il-Mellieħa,Others,Yes,point
1510,"12087084606",,,,,,,,,"""information""=>""map"",""tourism""=>""information""",Il-Mellieħa,Recreation,Yes,point
1512,"12087084605",,,,,,,,,"""information""=>""map"",""tourism""=>""information""",Il-Mellieħa,Recreation,Yes,point
1515,"1482149468",,,,,,,,,"""opening_hours""=>""Mo-Fr 07:30-19:00; Sa 06:30-23:00"",""shop""=>""supermarket""",Il-Mellieħa,Shopping,Yes,point
1518,"4471622699",Great Dane,,,,,,,,"""amenity""=>""restaurant"",""website""=>""https://greatdane.mt/""",Il-Mellieħa,Recreation,Yes,point
1519,"2803370456",,,,,,,,,"""covered""=>""no"",""leisure""=>""picnic_table""",Il-Mellieħa,Recreation,Yes,point
1520,"12596002609",Winston Steakhouse,,,,,,,,"""amenity""=>""restaurant""",Il-Mellieħa,Recreation,Yes,point
1527,"2803370461",,,,,,,,,"""covered""=>""no"",""leisure""=>""picnic_table""",Il-Mellieħa,Recreation,Yes,point
1530,"12089104074",,entrance,,,,,,,,Il-Mellieħa,Others,Yes,point
1532,"2803370458",,,,,,,,,"""covered""=>""no"",""leisure""=>""picnic_table""",Il-Mellieħa,Recreation,Yes,point
1534,"12089520783",,,,,,,,,"""covered""=>""no"",""leisure""=>""picnic_table""",Il-Mellieħa,Recreation,Yes,point
1535,"12089520782",,,,,,,,,"""covered""=>""no"",""leisure""=>""picnic_table""",Il-Mellieħa,Recreation,Yes,point
1536,"12658395045",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1537,"12662999591",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1538,"12768684271",Hansen Gastro Bar,,,,,,,,"""amenity""=>""restaurant""",Il-Mellieħa,Recreation,Yes,point
1539,"12768684272",,,,,,,,,"""amenity""=>""reception_desk""",Il-Mellieħa,Others,Yes,point
1540,"12774645609",Ta' Wistin,,,,,,,,"""shop""=>""convenience""",Il-Mellieħa,Shopping,Yes,point
1549,"13417886627",,,,P12,,,,,"""access""=>""private"",""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158""",Il-Mellieħa,Personal Errands,Yes,point
1571,"12662377927",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1577,"12759550415",,gate,,,,,,,"""access""=>""private""",Il-Mellieħa,Others,Yes,point
1582,"2818593974",,,,,,,,windpump,,Il-Mellieħa,Others,Yes,point
1583,"1482149429",,gate,,,,,,,"""foot""=>""yes""",Il-Mellieħa,Others,Yes,point
1584,"12089520784",,,,,,,,,"""amenity""=>""bbq"",""covered""=>""no"",""fuel""=>""charcoal""",Il-Mellieħa,Others,Yes,point
1586,"12087310107",,,,,,,,,"""information""=>""map"",""tourism""=>""information""",Il-Mellieħa,Recreation,Yes,point
1587,"12663015737",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1594,"12089520785",,,,,,,,,"""amenity""=>""bbq"",""covered""=>""no"",""fuel""=>""charcoal""",Il-Mellieħa,Others,Yes,point
1595,"12675821950",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1597,"12662615452",,,,,,,,,"""artwork_type""=>""statue"",""tourism""=>""artwork""",Il-Mellieħa,Recreation,Yes,point
1598,"12652749651",,gate,,,,,,,"""access""=>""private""",Il-Mellieħa,Others,Yes,point
1600,"12652749652",,gate,,,,,,,"""access""=>""private""",Il-Mellieħa,Others,Yes,point
1604,"10567611647",,cycle_barrier,,,,,,,,Il-Mellieħa,Others,Yes,point
1613,"9080166829",,,,,,,,,"""noexit""=>""yes""",Il-Mellieħa,Others,Yes,point
1617,"12734574678",Costa del Sole,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:postcode""=>""MLĦ 9065"",""addr:street""=>""Triq il-Marfa"",""air_conditioning""=>""yes"",""amenity""=>""restaurant"",""check_date""=>""2025-08-11"",""mobile""=>""+356 7980 3377"",""opening_hours""=>""Mo-Su 08:00-18:00"",""website""=>""https://costadelsole.com.mt/""",Il-Mellieħa,Recreation,Yes,point
1618,"9622502907",Vecchia Napoli Mellieħa,,,,,,,,"""air_conditioning""=>""yes"",""amenity""=>""restaurant"",""check_date""=>""2025-08-11"",""check_date:smoking""=>""2025-04-06"",""cuisine""=>""pizza;italian;mediterranean;pasta"",""internet_access""=>""wlan"",""internet_access:fee""=>""customers"",""not:brand:wikidata""=>""Q608845"",""operator""=>""Vecchia Napoli"",""payment:cash""=>""yes"",""payment:credit_cards""=>""yes"",""payment:debit_cards""=>""yes"",""smoking""=>""outside"",""takeaway""=>""yes"",""website""=>""https://www.vecchianapoli.com"",""wheelchair""=>""yes""",Il-Mellieħa,Recreation,Yes,point
1619,"9080166834",,,,,,,,,"""noexit""=>""yes""",Il-Mellieħa,Others,Yes,point
1620,"8738606692",,gate,,,,,,,"""access""=>""private"",""height""=>""2"",""locked""=>""yes"",""material""=>""metal"",""wheelchair""=>""no""",Il-Mellieħa,Others,Yes,point
1621,"12095175401",,,,,,,,,"""check_date""=>""2025-08-11"",""fee""=>""no"",""tourism""=>""caravan_site""",Il-Mellieħa,Recreation,Yes,point
1622,"4218020756",,,,,,,,,"""noexit""=>""yes""",Il-Mellieħa,Others,Yes,point
1623,"4218020755",,,,,,,,,"""noexit""=>""yes""",Il-Mellieħa,Others,Yes,point
1624,"4218020752",,,,,,,,,"""noexit""=>""yes""",Il-Mellieħa,Others,Yes,point
1625,"4217938426",,,,,,,,,"""traffic_calming""=>""hump""",Il-Mellieħa,Others,Yes,point
1626,"4217938427",,,,,,,,,"""traffic_calming""=>""hump""",Il-Mellieħa,Others,Yes,point
1631,"12759550424",,gate,,,,,,,"""access""=>""private""",Il-Mellieħa,Others,Yes,point
1632,"12759550425",,gate,,,,,,,"""access""=>""private""",Il-Mellieħa,Others,Yes,point
1633,"13197212997",,,,,,,,survey_point,,Il-Mellieħa,Others,Yes,point
1654,"265750073",,,,,,,,,"""lwn_ref""=>""1""",Il-Mellieħa,Others,Yes,point
1668,"5579960821",Il-Bajja tal-Għadira,,,,,,,,"""alt_name""=>""Il-Bajja tal-Mellieħa"",""alt_name:en""=>""Mellieħa Bay"",""alt_name:mt""=>""Il-Bajja tal-Mellieħa"",""name:en""=>""Għadira Bay"",""name:mt""=>""Il-Bajja tal-Għadira"",""tourism""=>""attraction""",Il-Mellieħa,Recreation,Yes,point
1670,"8914773590",,,,,,,,,,Il-Mellieħa,Others,Yes,point
1673,"12089520778",,,,,,,,,"""covered""=>""no"",""leisure""=>""picnic_table""",Il-Mellieħa,Recreation,Yes,point
1674,"12089520779",,,,,,,,,"""covered""=>""no"",""leisure""=>""picnic_table""",Il-Mellieħa,Recreation,Yes,point
1675,"12089520780",,,,,,,,,"""covered""=>""no"",""leisure""=>""picnic_table""",Il-Mellieħa,Recreation,Yes,point
1676,"12089520781",,,,,,,,,"""covered""=>""no"",""leisure""=>""picnic_table""",Il-Mellieħa,Recreation,Yes,point
1677,"12663003020",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1681,"11212180134",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1683,"5568675423",Golden Bay,,,,,,,,"""alt_name""=>""Golden Bay"",""name:mt""=>""Ir-Ramla tal-Mixquqa"",""tourism""=>""attraction""",Il-Mellieħa,Recreation,Yes,point
1684,"295113172",Munchies Beach Café,,,,,,,,"""amenity""=>""fast_food""",Il-Mellieħa,Recreation,Yes,point
1685,"1187919665",Apple's Eye,,,,,,,,"""addr:street""=>""Golden Bay"",""air_conditioning""=>""yes"",""amenity""=>""restaurant"",""diet:gluten_free""=>""yes"",""diet:vegan""=>""yes"",""diet:vegetarian""=>""yes"",""indoor_seating""=>""yes"",""outdoor_seating""=>""yes"",""phone""=>""+356 2157 3359"",""smoking""=>""outside"",""wheelchair""=>""yes""",Il-Mellieħa,Recreation,Yes,point
1686,"1495514315",Munchies Spiaggia d'Oro,,,,,,,,"""alt_name""=>""Munchies Golden Bay Spiaggia D'Oro"",""amenity""=>""fast_food"",""mobile""=>""+356 9957 2105"",""website""=>""https://www.munchiesgroupmalta.com/spiaggiamenu""",Il-Mellieħa,Recreation,Yes,point
1687,"9913815172",,,,,,,,,"""amenity""=>""taxi""",Il-Mellieħa,Others,Yes,point
1688,"295113190",Agliolio,,,,,,,,"""amenity""=>""restaurant""",Il-Mellieħa,Recreation,Yes,point
1689,"295113192",,,,,,,,,"""amenity""=>""toilets"",""check_date""=>""2021-11-01"",""fee""=>""no"",""wheelchair""=>""yes""",Il-Mellieħa,Personal Errands,Yes,point
1692,"6900477425",Essence,,,,,,,,"""amenity""=>""restaurant""",Il-Mellieħa,Recreation,Yes,point
1693,"295113200",Golden Sands Grand Ballroom,,,,,,,,"""tourism""=>""attraction""",Il-Mellieħa,Recreation,Yes,point
1694,"4947296799",Flavours,,,,,,,,"""amenity""=>""restaurant""",Il-Mellieħa,Recreation,Yes,point
1695,"5470981521",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1697,"3255481394",,gate,,,,,,,"""access""=>""no""",Il-Mellieħa,Others,Yes,point
1698,"12452590008",,,,,,,,survey_point,,Il-Mellieħa,Others,Yes,point
1707,"5998423785",Marwill Grocer,,,,,,,,"""addr:street""=>""Manikata rd."",""check_date""=>""2025-08-11"",""opening_hours""=>""Mo-Tu,Th-Fr 07:30-12:30,14:30-18:30; We 07:30-12:30; Sa 07:00-13:00"",""payment:credit_cards""=>""yes"",""payment:debit_cards""=>""yes"",""phone""=>""27286023"",""shop""=>""convenience"",""wheelchair""=>""yes""",Il-Mellieħa,Shopping,Yes,point
1711,"3954800523",Cart Ruts,,,,,,,,"""historic""=>""archaeological_site""",Il-Mellieħa,Recreation,Yes,point
1731,"13063882563",Manikata Shopping,,,,,,,,"""check_date""=>""2025-08-11"",""shop""=>""convenience""",Il-Mellieħa,Shopping,Yes,point
1739,"7333031779",,,,,,,,,"""amenity""=>""public_bookcase""",Il-Mellieħa,Others,Yes,point
1740,"5456544138",Mellieħa Family Park,,,,,,,,"""leisure""=>""park"",""old_name""=>""Selmun Family Park""",Il-Mellieħa,Recreation,Yes,point
1741,"7333031778",,,,,,,,,"""internet_access""=>""wlan"",""internet_access:fee""=>""no""",Il-Mellieħa,Others,Yes,point
1744,"11616360890",Oqbra Paleokristjani,,,,,,,,"""historic""=>""tomb"",""name:en""=>""Paleochristian Tombs"",""name:mt""=>""Oqbra Paleokristjani""",Il-Mellieħa,Others,Yes,point
1755,"11801405924",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1756,"11801405940",reference fixed to mapserver,,,,,,,survey_point,"""survey_point""=>""bm_new""",Il-Mellieħa,Others,Yes,point
1761,"13045302479",Pet Centre,,,,,,,,"""check_date""=>""2025-08-03"",""shop""=>""pet""",Il-Mellieħa,Shopping,Yes,point
1762,"4234468020",Mellieħa Family Practice,,,,,,,,"""addr:housenumber""=>""215"",""addr:postcode""=>""MLH1513"",""addr:street""=>""Triq il-Fortizza"",""healthcare""=>""doctor"",""mobile""=>""+356 7999 9897"",""opening_hours""=>""Mo-Fr 11:00-12:00; Mo,We,Th 17:00-19:00; Tu,Fr 17:00-19:00 \""by appointment\""; Sa 09:30-11:00; PH off""",Il-Mellieħa,Others,Yes,point
1763,"3897952190",,,,"539",,,,street_cabinet,"""operator""=>""Enemalta"",""operator:wikidata""=>""Q1341101"",""voltage""=>""415""",Il-Mellieħa,Others,Yes,point
1764,"564233865",Royal China,,,,,,,,"""amenity""=>""restaurant"",""check_date""=>""2025-08-11"",""cuisine""=>""chinese""",Il-Mellieħa,Recreation,Yes,point
1766,"7253124800",Snuggly Wear,,,,,,,,"""shop""=>""clothes""",Il-Mellieħa,Shopping,Yes,point
1767,"7223277306",Bella Veduta Grocery and Confectionery,,,,,,,,"""shop""=>""convenience""",Il-Mellieħa,Shopping,Yes,point
1768,"1830470540",The Village Pharmacy,,,,,,,,"""amenity""=>""pharmacy"",""check_date""=>""2025-08-11"",""healthcare""=>""pharmacy"",""opening_hours""=>""Mo-Sa 08:30-19:00""",Il-Mellieħa,Medical Purpose,Yes,point
1769,"13008720100",,,,,,,,,"""kerb""=>""raised""",Il-Mellieħa,Others,Yes,point
1770,"1463100089",,,,,,,,,"""kerb""=>""raised""",Il-Mellieħa,Others,Yes,point
1771,"7253124796",Designer's Cut,,,,,,,,"""check_date:opening_hours""=>""2022-12-22"",""opening_hours:signed""=>""no"",""phone""=>""+35621525194"",""shop""=>""hairdresser""",Il-Mellieħa,Shopping,Yes,point
1772,"3897953394",,,,"540",,,,street_cabinet,"""operator""=>""Enemalta"",""operator:wikidata""=>""Q1341101"",""voltage""=>""415""",Il-Mellieħa,Others,Yes,point
1773,"7253124798",Squiggles,,,,,,,,"""check_date""=>""2025-08-11"",""shop""=>""gift""",Il-Mellieħa,Shopping,Yes,point
1774,"3897952188",,,,"542",,,,street_cabinet,"""operator""=>""Enemalta"",""operator:wikidata""=>""Q1341101"",""voltage""=>""415""",Il-Mellieħa,Others,Yes,point
1775,"7253124797",Art in Beauty,,,,,,,,"""check_date:opening_hours""=>""2022-12-22"",""opening_hours:signed""=>""no"",""shop""=>""cosmetics""",Il-Mellieħa,Shopping,Yes,point
1784,"10801899368",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1785,"13230625804",Eyecon,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""85"",""addr:postcode""=>""MLH 1914"",""addr:street""=>""Triq in-Ninfa Calypso"",""shop""=>""beauty""",Il-Mellieħa,Shopping,Yes,point
1787,"13230625606",Glenn Caruana,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""121"",""addr:postcode""=>""MLH 1916"",""addr:street""=>""Triq in-Ninfa Calypso"",""craft""=>""electrician"",""mobile""=>""+356 7900 1984"",""opening_hours""=>""Mo-Fr 07:00-16:00; Sa 07:00-12:00; Su,PH OFF""",Il-Mellieħa,Commuting to work,Yes,point
1792,"12886320479",,bollard,,,,,,,"""access""=>""yes"",""bicycle""=>""no"",""bollard""=>""fixed"",""foot""=>""yes"",""horse""=>""no"",""motor_vehicle""=>""no""",Il-Mellieħa,Others,Yes,point
1794,"13232379552",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1796,"13232379551",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1797,"13232379120",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1798,"13232379122",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1803,"7271658223",The Nursery School and Day Care Club,,,,,,,,"""amenity""=>""childcare"",""website""=>""https://thenurseryschool.com.mt/""",Il-Mellieħa,Education,Yes,point
1804,"12452619437",,,,,,,,survey_point,,Il-Mellieħa,Others,Yes,point
1805,"13232379439",,gate,,,,,,,,Il-Mellieħa,Others,Yes,point
1806,"10291309031",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Il-Mellieħa,Personal Errands,Yes,point
1808,"12452619485",,,,,,,,,"""playground""=>""structure""",Il-Mellieħa,Others,Yes,point
1819,"13232703509",Joe's Barber Shop,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""6"",""addr:postcode""=>""MLH 1911"",""addr:street""=>""Triq in-Ninfa Calypso"",""hairdresser""=>""barber"",""mobile""=>""+356 7970 1593"",""opening_hours""=>""Mo,We,Fr 16:30-19:00; Sa 09:00-12:30; Tu,Th,Su,PH OFF"",""shop""=>""hairdresser""",Il-Mellieħa,Shopping,Yes,point
1823,"1444963539",,,,,,,,,"""natural""=>""peak""",Il-Mellieħa,Recreation,Yes,point
1827,"3897953396",,,,,,,,street_cabinet,"""operator""=>""Enemalta"",""operator:wikidata""=>""Q1341101"",""voltage""=>""415""",Il-Mellieħa,Others,Yes,point
1828,"7271658224",,,,,,,,surveillance,"""camera:direction""=>""15"",""camera:mount""=>""wall"",""surveillance:type""=>""camera""",Il-Mellieħa,Others,Yes,point
1829,"7223277307",Paws'n'Claws,,,,,,,,"""opening_hours""=>""Mo-Fr 08:30-12:30,15:30-19:00; Sa 07:30-15:00"",""shop""=>""pet""",Il-Mellieħa,Shopping,Yes,point
1830,"7234694909",,,,,,,,,"""shop""=>""chemist""",Il-Mellieħa,Shopping,Yes,point
1831,"5438363421",Rebekah's,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:housenumber""=>""12"",""addr:postcode""=>""MLH 1472"",""addr:street""=>""Triq it-Tgħam"",""amenity""=>""restaurant""",Il-Mellieħa,Recreation,Yes,point
1832,"7253124803",Hush Hair and Beauty Salon,,,,,,,,"""addr:city""=>""Il-Mellieħa"",""addr:street""=>""Triq it-Tgħam"",""beauty""=>""nails"",""shop""=>""beauty""",Il-Mellieħa,Shopping,Yes,point
